Sats HDOP Latitude  Longitude  Fix  Date       Time     Date Alt    Course Speed Card  Distance Course Card  Chars Sentences Checksum
9    115  35.567089 129.351898 842  07/07/2020 04:37:30 859  14.50  239.09 0.39  WSW   9157     331.01 NNW   44698 137       0        
9    115  35.567089 129.351898 99   07/07/2020 04:37:32 46   14.60  243.26 0.74  WSW   9157     331.01 NNW   45373 140       0        
9    115  35.567092 129.351898 197  07/07/2020 04:37:33 259  14.60  243.26 0.33  WSW   9157     331.01 NNW   46013 142       0        
9    115  35.567092 129.351898 332  07/07/2020 04:37:34 362  14.60  251.41 0.39  WSW   9157     331.01 NNW   46493 144       0        
9    115  35.567092 129.351898 424  07/07/2020 04:37:35 441  14.70  251.41 0.06  WSW   9157     331.01 NNW   46961 146       0        
9    115  35.567092 129.351898 485  07/07/2020 04:37:36 504  14.70  250.86 0.37  WSW   9157     331.01 NNW   47433 148       0        
9    115  35.567089 129.351898 575  07/07/2020 04:37:37 592  14.70  250.86 0.02  WSW   9157     331.01 NNW   47893 150       0        
9    116  35.567089 129.351898 648  07/07/2020 04:37:38 666  14.70  250.86 0.20  WSW   9157     331.01 NNW   48353 152       0        
9    116  35.567089 129.351898 711  07/07/2020 04:37:39 729  14.60  257.93 0.46  WSW   9157     331.01 NNW   48825 154       0        
9    116  35.567089 129.351898 784  07/07/2020 04:37:40 802  14.60  259.04 0.76  W     9157     331.01 NNW   49297 156       0        
9    116  35.567089 129.351898 882  07/07/2020 04:37:42 66   14.50  259.04 0.13  W     9157     331.01 NNW   49974 160       0        
9    147  35.567092 129.351898 93   07/07/2020 04:37:43 154  14.40  262.35 1.69  W     9157     331.01 NNW   50617 162       0        
9    147  35.567092 129.351882 280  07/07/2020 04:37:44 341  14.40  263.75 1.89  W     9157     331.01 NNW   51161 164       0        
9    147  35.567096 129.351882 368  07/07/2020 04:37:45 387  14.30  268.87 1.37  W     9157     331.01 NNW   51633 166       0        
9    147  35.567100 129.351882 444  07/07/2020 04:37:46 461  14.30  277.19 2.61  W     9157     331.01 NNW   52105 168       0        
9    147  35.567096 129.351882 517  07/07/2020 04:37:47 535  14.40  268.73 0.87  W     9157     331.01 NNW   52577 170       0        
9    116  35.567092 129.351898 593  07/07/2020 04:37:48 611  14.40  261.75 1.80  W     9157     331.01 NNW   53049 172       0        
9    116  35.567089 129.351898 667  07/07/2020 04:37:49 685  14.40  256.83 2.74  WSW   9157     331.01 NNW   53521 174       0        
9    116  35.567096 129.351898 742  07/07/2020 04:37:50 760  14.40  262.76 3.20  W     9157     331.01 NNW   53993 176       0        
9    116  35.567104 129.351898 821  07/07/2020 04:37:51 839  14.40  3.61   4.89  N     9157     331.01 NNW   54534 179       0        
9    116  35.567108 129.351898 58   07/07/2020 04:37:53 121  14.40  8.76   3.50  N     9157     331.01 NNW   55196 182       0        
9    116  35.567104 129.351898 143  07/07/2020 04:37:54 204  14.50  17.21  2.52  NNE   9157     331.01 NNW   55842 184       0        
9    116  35.567104 129.351898 329  07/07/2020 04:37:55 355  14.40  10.52  1.74  N     9157     331.01 NNW   56337 186       0        
9    116  35.567115 129.351882 402  07/07/2020 04:37:56 421  14.40  346.34 7.24  NNW   9157     331.01 NNW   56809 188       0        
9    116  35.567127 129.351898 479  07/07/2020 04:37:57 496  14.40  11.12  5.39  N     9157     331.01 NNW   57279 190       0        
9    116  35.567142 129.351882 547  07/07/2020 04:37:58 564  14.40  314.70 8.04  NW    9157     331.01 NNW   57751 192       0        
9    116  35.567161 129.351852 624  07/07/2020 04:37:59 641  14.40  298.77 14.17 WNW   9157     331.01 NNW   58224 194       0        
9    150  35.567150 129.351806 700  07/07/2020 04:38:00 718  14.50  272.01 11.67 W     9157     331.01 NNW   58697 196       0        
9    116  35.567131 129.351791 775  07/07/2020 04:38:01 792  14.50  244.87 10.72 WSW   9157     331.01 NNW   59170 198       0        
8    116  35.567115 129.351760 858  07/07/2020 04:38:02 937  14.50  169.18 5.72  S     9157     331.01 NNW   59846 202       0        
9    116  35.567096 129.351760 74   07/07/2020 04:38:04 134  14.60  237.27 3.82  WSW   9157     331.01 NNW   60488 204       0        
9    116  35.567108 129.351745 266  07/07/2020 04:38:05 328  14.60  317.34 6.57  NW    9157     331.01 NNW   61050 206       0        
9    116  35.567115 129.351745 357  07/07/2020 04:38:06 375  14.60  315.51 6.22  NW    9157     331.01 NNW   61522 208       0        
9    116  35.567115 129.351745 430  07/07/2020 04:38:07 448  14.60  316.99 1.35  NW    9157     331.01 NNW   61994 210       0        
8    116  35.567119 129.351745 509  07/07/2020 04:38:08 526  14.70  56.32  3.76  ENE   9157     331.01 NNW   62462 212       0        
8    116  35.567119 129.351745 584  07/07/2020 04:38:09 601  14.70  52.63  2.07  NE    9157     331.01 NNW   62928 214       0        
8    116  35.567119 129.351745 656  07/07/2020 04:38:10 674  14.70  275.49 5.09  W     9157     331.01 NNW   63396 216       0        
8    116  35.567119 129.351730 732  07/07/2020 04:38:11 750  14.70  275.86 2.96  W     9157     331.01 NNW   63864 218       0        
9    116  35.567115 129.351730 804  07/07/2020 04:38:12 822  14.70  264.12 5.17  W     9157     331.01 NNW   64342 220       0        
9    116  35.567104 129.351730 903  07/07/2020 04:38:14 86   14.80  303.03 4.74  WNW   9157     331.01 NNW   65043 224       0        
9    116  35.567111 129.351730 112  07/07/2020 04:38:15 171  14.80  47.90  4.02  NE    9157     331.01 NNW   65692 226       0        
9    116  35.567108 129.351730 297  07/07/2020 04:38:16 352  14.80  37.69  1.85  NE    9157     331.01 NNW   66218 228       0        
9    116  35.567111 129.351730 379  07/07/2020 04:38:17 398  14.80  34.33  2.24  NE    9157     331.01 NNW   66688 230       0        
9    116  35.567127 129.351730 451  07/07/2020 04:38:18 469  14.80  354.97 5.85  N     9157     331.01 NNW   67160 232       0        
9    116  35.567150 129.351730 526  07/07/2020 04:38:19 544  14.90  335.56 8.80  NNW   9157     331.01 NNW   67632 234       0        
8    116  35.567165 129.351730 607  07/07/2020 04:38:20 624  14.90  6.83   5.56  N     9157     331.01 NNW   68098 236       0        
9    116  35.567173 129.351730 673  07/07/2020 04:38:21 692  14.90  2.26   4.80  N     9157     331.01 NNW   68566 238       0        
9    116  35.567184 129.351730 752  07/07/2020 04:38:22 769  14.90  32.89  4.22  NNE   9157     331.01 NNW   69036 240       0        
9    116  35.567184 129.351730 826  07/07/2020 04:38:23 845  14.90  29.73  1.44  NNE   9157     331.01 NNW   69599 243       0        
9    116  35.567211 129.351730 82   07/07/2020 04:38:25 160  14.90  4.36   5.15  N     9157     331.01 NNW   70265 246       0        
8    120  35.567218 129.351730 170  07/07/2020 04:38:26 231  15.00  31.54  4.26  NNE   9157     331.01 NNW   70906 248       0        
8    116  35.567214 129.351745 333  07/07/2020 04:38:27 350  15.00  95.42  3.98  E     9157     331.01 NNW   71372 250       0        
9    116  35.567214 129.351776 406  07/07/2020 04:38:28 424  15.00  89.34  11.83 E     9157     331.01 NNW   71843 252       0        
9    116  35.567218 129.351791 482  07/07/2020 04:38:29 501  15.00  87.76  3.44  E     9157     331.01 NNW   72313 254       0        
9    116  35.567218 129.351791 555  07/07/2020 04:38:30 572  15.00  289.98 3.82  WNW   9157     331.01 NNW   72785 256       0        
8    116  35.567237 129.351760 632  07/07/2020 04:38:31 650  15.00  320.14 8.87  NW    9157     331.01 NNW   73255 258       0        
8    116  35.567260 129.351730 705  07/07/2020 04:38:32 722  15.00  317.21 14.76 NW    9157     331.01 NNW   73726 260       0        
8    152  35.567268 129.351715 772  07/07/2020 04:38:33 790  15.00  316.02 9.00  NW    9157     331.01 NNW   74196 262       0        
7    152  35.567279 129.351715 868  07/07/2020 04:38:35 65   15.10  355.99 5.33  N     9157     331.01 NNW   74878 266       0        
8    152  35.567283 129.351715 86   07/07/2020 04:38:36 147  15.10  352.63 2.56  N     9157     331.01 NNW   75519 268       0        
9    152  35.567276 129.351730 274  07/07/2020 04:38:37 334  15.10  83.38  4.11  E     9157     331.01 NNW   76064 270       0        
9    152  35.567276 129.351730 364  07/07/2020 04:38:38 383  15.10  81.58  0.63  E     9157     331.01 NNW   76534 272       0        
8    116  35.567268 129.351745 441  07/07/2020 04:38:39 458  15.10  87.99  1.31  E     9157     331.01 NNW   77002 274       0        
8    116  35.567260 129.351745 516  07/07/2020 04:38:40 535  15.10  93.72  1.24  E     9157     331.01 NNW   77470 276       0        
8    116  35.567260 129.351745 590  07/07/2020 04:38:41 608  15.10  89.26  1.59  E     9157     331.01 NNW   77938 278       0        
7    152  35.567260 129.351745 667  07/07/2020 04:38:42 684  15.10  81.26  1.30  E     9157     331.01 NNW   78402 280       0        
8    116  35.567260 129.351760 738  07/07/2020 04:38:43 756  15.10  76.47  2.02  ENE   9157     331.01 NNW   78868 282       0        
8    116  35.567264 129.351760 813  07/07/2020 04:38:44 830  15.10  72.29  3.24  ENE   9157     331.01 NNW   79361 284       0        
8    116  35.567264 129.351776 913  07/07/2020 04:38:46 93   15.10  64.31  3.54  ENE   9157     331.01 NNW   80042 288       0        
8    116  35.567272 129.351791 117  07/07/2020 04:38:47 178  15.10  352.79 3.74  N     9157     331.01 NNW   80688 290       0        
8    116  35.567279 129.351791 302  07/07/2020 04:38:48 349  15.10  352.02 3.57  N     9157     331.01 NNW   81202 292       0        
8    116  35.567295 129.351791 382  07/07/2020 04:38:49 401  15.10  352.00 5.89  N     9157     331.01 NNW   81670 294       0        
8    116  35.567302 129.351806 456  07/07/2020 04:38:50 475  15.10  353.81 5.13  N     9157     331.01 NNW   82138 296       0        
9    116  35.567325 129.351806 535  07/07/2020 04:38:51 552  15.10  2.18   8.09  N     9157     331.01 NNW   82606 298       0        
8    116  35.567333 129.351806 605  07/07/2020 04:38:52 624  15.10  348.35 4.32  NNW   9157     331.01 NNW   83076 300       0        
8    116  35.567344 129.351806 680  07/07/2020 04:38:53 697  15.10  353.00 5.48  N     9157     331.01 NNW   83546 302       0        
8    116  35.567356 129.351791 754  07/07/2020 04:38:54 772  15.10  340.34 6.11  NNW   9157     331.01 NNW   84014 304       0        
8    116  35.567359 129.351806 831  07/07/2020 04:38:55 849  15.10  16.64  3.63  NNE   9157     331.01 NNW   84577 307       0        
8    116  35.567375 129.351806 80   07/07/2020 04:38:57 159  15.10  0.91   4.09  N     9157     331.01 NNW   85235 310       0        
8    116  35.567386 129.351791 167  07/07/2020 04:38:58 229  15.10  342.59 4.46  NNW   9157     331.01 NNW   85878 312       0        
8    116  35.567386 129.351791 335  07/07/2020 04:38:59 352  15.10  283.72 3.61  WNW   9157     331.01 NNW   86346 314       0        
7    152  35.567390 129.351776 413  07/07/2020 04:39:00 433  15.10  284.43 3.04  WNW   9157     331.01 NNW   86812 316       0        
7    152  35.567390 129.351760 489  07/07/2020 04:39:01 506  15.10  284.15 5.15  WNW   9157     331.01 NNW   87278 318       0        
7    152  35.567390 129.351745 562  07/07/2020 04:39:02 580  15.10  276.03 3.85  W     9157     331.01 NNW   87744 320       0        
7    152  35.567401 129.351715 634  07/07/2020 04:39:03 651  15.10  267.21 8.63  W     9157     331.01 NNW   88210 322       0        
8    116  35.567378 129.351715 708  07/07/2020 04:39:04 726  15.10  264.81 3.24  W     9157     331.01 NNW   88678 324       0        
8    116  35.567367 129.351699 783  07/07/2020 04:39:05 801  15.00  239.82 5.67  WSW   9157     331.01 NNW   89146 326       0        
8    116  35.567356 129.351699 869  07/07/2020 04:39:07 67   15.00  247.68 4.28  WSW   9157     331.01 NNW   89832 330       0        
8    116  35.567340 129.351684 90   07/07/2020 04:39:08 150  14.90  248.08 3.35  WSW   9157     331.01 NNW   90479 332       0        
8    116  35.567325 129.351669 277  07/07/2020 04:39:09 337  14.90  213.73 4.07  SSW   9157     331.01 NNW   91018 334       0        
8    116  35.567310 129.351669 368  07/07/2020 04:39:10 386  14.90  227.89 4.69  SW    9157     331.01 NNW   91486 336       0        
8    116  35.567306 129.351654 443  07/07/2020 04:39:11 460  14.90  237.59 3.72  WSW   9157     331.01 NNW   91954 338       0        
8    116  35.567283 129.351654 517  07/07/2020 04:39:12 536  14.80  183.17 6.39  S     9157     331.01 NNW   92422 340       0        
8    116  35.567272 129.351654 592  07/07/2020 04:39:13 611  14.80  185.94 5.33  S     9157     331.01 NNW   92890 342       0        
8    151  35.567256 129.351654 668  07/07/2020 04:39:14 686  14.80  184.94 4.67  S     9157     331.01 NNW   93358 344       0        
8    151  35.567245 129.351654 744  07/07/2020 04:39:15 762  14.80  159.52 4.39  SSE   9157     331.01 NNW   93826 346       0        
7    151  35.567256 129.351654 820  07/07/2020 04:39:16 838  14.80  153.19 2.69  SSE   9157     331.01 NNW   94368 349       0        
7    151  35.567237 129.351654 61   07/07/2020 04:39:18 127  14.80  162.20 1.85  SSE   9157     331.01 NNW   95027 352       0        
7    151  35.567230 129.351654 150  07/07/2020 04:39:19 210  14.80  161.15 0.54  SSE   9157     331.01 NNW   95671 354       0        
7    151  35.567222 129.351654 329  07/07/2020 04:39:20 347  14.80  160.03 2.63  SSE   9157     331.01 NNW   96146 356       0        
7    151  35.567214 129.351669 401  07/07/2020 04:39:21 420  14.80  158.95 3.13  SSE   9157     331.01 NNW   96610 358       0        
7    151  35.567199 129.351669 478  07/07/2020 04:39:22 495  14.70  159.63 3.54  SSE   9157     331.01 NNW   97074 360       0        
7    151  35.567192 129.351669 553  07/07/2020 04:39:23 570  14.70  159.95 3.15  SSE   9157     331.01 NNW   97538 362       0        
7    151  35.567180 129.351684 627  07/07/2020 04:39:24 646  14.70  132.40 4.37  SE    9157     331.01 NNW   98002 364       0        
7    151  35.567169 129.351699 702  07/07/2020 04:39:25 720  14.70  114.48 7.98  ESE   9157     331.01 NNW   98466 366       0        
7    151  35.567161 129.351715 769  07/07/2020 04:39:26 789  14.70  145.81 6.59  SE    9157     331.01 NNW   98930 368       0        
8    151  35.567157 129.351715 855  07/07/2020 04:39:27 932  14.70  164.31 2.46  SSE   9157     331.01 NNW   99603 372       0        
8    151  35.567161 129.351715 78   07/07/2020 04:39:29 139  14.70  156.37 2.28  SSE   9157     331.01 NNW   10025 374       0        
8    151  35.567150 129.351745 270  07/07/2020 04:39:30 331  14.60  99.14  8.41  E     9157     331.01 NNW   10080 376       0        
8    120  35.567161 129.351760 360  07/07/2020 04:39:31 379  14.60  77.06  5.57  ENE   9157     331.01 NNW   10127 378       0        
7    120  35.567161 129.351760 435  07/07/2020 04:39:32 452  14.60  76.39  3.20  ENE   9157     331.01 NNW   10173 380       0        
8    120  35.567165 129.351791 505  07/07/2020 04:39:33 525  14.60  71.75  5.82  ENE   9157     331.01 NNW   10220 382       0        
8    120  35.567161 129.351806 583  07/07/2020 04:39:34 600  14.60  88.77  7.89  E     9157     331.01 NNW   10267 384       0        
8    120  35.567161 129.351837 658  07/07/2020 04:39:35 676  14.60  76.40  5.98  ENE   9157     331.01 NNW   10313 386       0        
8    121  35.567169 129.351837 732  07/07/2020 04:39:36 752  14.60  74.28  3.06  ENE   9157     331.01 NNW   10360 388       0        
8    117  35.567176 129.351837 807  07/07/2020 04:39:37 824  14.60  22.19  4.65  NNE   9157     331.01 NNW   10409 390       0        
8    121  35.567188 129.351852 907  07/07/2020 04:39:39 86   14.60  20.61  2.15  NNE   9157     331.01 NNW   10476 394       0        
8    121  35.567199 129.351852 112  07/07/2020 04:39:40 173  14.50  21.01  2.33  NNE   9157     331.01 NNW   10541 396       0        
8    121  35.567207 129.351852 300  07/07/2020 04:39:41 348  14.50  23.78  2.11  NNE   9157     331.01 NNW   10593 398       0        
8    121  35.567214 129.351852 377  07/07/2020 04:39:42 395  14.50  318.42 3.98  NW    9157     331.01 NNW   10640 400       0        
8    121  35.567230 129.351837 452  07/07/2020 04:39:43 471  14.50  350.54 4.07  N     9157     331.01 NNW   10686 402       0        
8    121  35.567249 129.351837 525  07/07/2020 04:39:44 543  14.50  337.21 6.70  NNW   9157     331.01 NNW   10733 404       0        
8    121  35.567268 129.351837 604  07/07/2020 04:39:45 622  14.50  2.73   6.04  N     9157     331.01 NNW   10780 406       0        
8    121  35.567279 129.351837 673  07/07/2020 04:39:46 690  14.50  343.86 4.09  NNW   9157     331.01 NNW   10826 408       0        
8    121  35.567287 129.351821 745  07/07/2020 04:39:47 763  14.50  343.40 2.78  NNW   9157     331.01 NNW   10873 410       0        
8    121  35.567295 129.351821 822  07/07/2020 04:39:48 840  14.50  343.58 2.89  NNW   9157     331.01 NNW   10929 413       0        
8    121  35.567295 129.351806 71   07/07/2020 04:39:50 141  14.50  337.48 2.72  NNW   9157     331.01 NNW   10995 416       0        
8    117  35.567302 129.351791 156  07/07/2020 04:39:51 217  14.50  282.55 4.59  WNW   9157     331.01 NNW   11060 418       0        
8    117  35.567302 129.351791 333  07/07/2020 04:39:52 351  14.60  287.14 1.81  WNW   9157     331.01 NNW   11107 420       0        
7    121  35.567321 129.351791 412  07/07/2020 04:39:53 429  14.60  338.76 5.69  NNW   9157     331.01 NNW   11154 422       0        
8    117  35.567321 129.351791 484  07/07/2020 04:39:54 502  14.60  77.58  3.69  ENE   9157     331.01 NNW   11200 424       0        
8    117  35.567321 129.351806 558  07/07/2020 04:39:55 576  14.60  75.80  1.48  ENE   9157     331.01 NNW   11247 426       0        
8    117  35.567329 129.351806 631  07/07/2020 04:39:56 648  14.60  72.75  2.98  ENE   9157     331.01 NNW   11294 428       0        
8    117  35.567344 129.351806 709  07/07/2020 04:39:57 729  14.60  1.84   4.19  N     9157     331.01 NNW   11340 430       0        
8    117  35.567340 129.351806 785  07/07/2020 04:39:58 802  14.70  6.34   0.41  N     9157     331.01 NNW   11386 432       0        
8    117  35.567352 129.351791 865  07/07/2020 04:40:00 61   14.70  348.20 4.17  NNW   9157     331.01 NNW   11454 436       0        
8    117  35.567371 129.351791 87   07/07/2020 04:40:01 146  14.70  337.44 4.28  NNW   9157     331.01 NNW   11519 438       0        
8    117  35.567382 129.351776 271  07/07/2020 04:40:02 332  14.70  322.20 5.15  NW    9157     331.01 NNW   11574 440       0        
8    117  35.567405 129.351760 365  07/07/2020 04:40:03 383  14.70  340.04 7.95  NNW   9157     331.01 NNW   11620 442       0        
8    117  35.567417 129.351760 438  07/07/2020 04:40:04 457  14.70  323.15 6.33  NW    9157     331.01 NNW   11667 444       0        
8    117  35.567420 129.351760 513  07/07/2020 04:40:05 531  14.70  325.58 3.35  NW    9157     331.01 NNW   11714 446       0        
8    117  35.567413 129.351760 589  07/07/2020 04:40:06 607  14.70  335.33 2.98  NNW   9157     331.01 NNW   11761 448       0        
8    117  35.567420 129.351760 662  07/07/2020 04:40:07 681  14.70  332.81 2.11  NNW   9157     331.01 NNW   11808 450       0        
8    117  35.567432 129.351760 737  07/07/2020 04:40:08 755  14.70  334.91 3.11  NNW   9157     331.01 NNW   11854 452       0        
8    121  35.567447 129.351745 813  07/07/2020 04:40:09 831  14.70  339.63 5.43  NNW   9157     331.01 NNW   11904 454       0        
8    121  35.567462 129.351745 914  07/07/2020 04:40:11 98   14.70  353.35 3.13  N     9157     331.01 NNW   11973 458       0        
8    121  35.567489 129.351745 124  07/07/2020 04:40:12 184  14.60  30.54  4.17  NNE   9157     331.01 NNW   12037 460       0        
8    121  35.567516 129.351760 310  07/07/2020 04:40:13 349  14.60  27.39  10.82 NNE   9157     331.01 NNW   12088 462       0        
8    139  35.567535 129.351760 390  07/07/2020 04:40:14 408  14.60  0.68   9.02  N     9157     331.01 NNW   12134 464       0        
7    139  35.567558 129.351760 461  07/07/2020 04:40:15 479  14.60  352.92 9.41  N     9157     331.01 NNW   12181 466       0        
